⑯⑴⒁②⑯⑵	abated
⑥⒃③⑦⑯⑿	suction
⑥⒃④⒌⒌⑹	sufferers
⑥⒃④⒌⑬⑩	suffering
⑥⒃④⑬③⑥	suffix
⑥⒃④⑾⑬⑻	suffrage
⑥⑯⑻⑭⑥②	suggest
⑥⒅⑬⑥⒂⑵	suicide
⑥⒅②③⒁⑥	suitcase
⑥⒃⑪③⑬⑩	sulking
⑥⒃⑪④⒁②	sulphate
⑥⒃⑪④⒂⑵	sulphide
⑥⒃⑪②⑯⑿	sultan
⑥⒃⑪②⑾⑬	sultry
⑥⒃⑫⒌⑬⑹	summaries
⑥⒃⑫⒌⒂⑹	summarise
⑥⒃⑫⑬②⑥	summits
⑥⒃⑫⑯⑿⑵	summoned
⑥⒃⑫⑯⑿⑹	summons
⑥⒃⑿⑵⑾⑬	sundry
⑥⒃⑩③⑯⑿	sunken
⑥⒃⑿⑪⒂②	sunlight
⑥⒃⑿⑪⑬②	sunlit
⑥⒃⑿⑾⒂⑹	sunrise
⑥⒃⑿⑥⑭②	sunset
⑥⒃⑿⑦⒂⑿	sunshine
⑥⒅①⒍⒍⑹	superiors
⑥⑯①⑪⒂⑵	supplied
⑥⑯①⑪⒂⒌	supplier
⑥⑯①⑪⒂⑹	supplies
⑥⑯①⒉②⒌	supporter
⑥⑯①⒉②⑥	supports
⑥⑯①⒄⑹⑵	supposed
⑥⑯①⑾⑭⑥	suppress
⑥⒅①⑾⒀⑫	supreme
⑦⑱⒌⑯⑥②	surest
⑦⑱⒌⑯②⑬	surety
⑥⒋④⑬⑥②	surfaced
⑥⒋⑻⑯⑿⑹	surgeons
⑥⒋⑻⒌⑬⑹	surgeries
⑥⒋⑿⒁⑫⑹	surnames
⑥⒌①⑳⑥②	surpassed
⑥⒋①⑪⑯⑥	surplus
⑥⒌①⑾⒂⑹	surprise
⑥⒌⑭⑿⑵⒌	surrender
⑥⒌⑲⑿⑵⑹	surrounds
⑥⒌⑷⒁⑬⑩	surveying
⑥⒌⑷⒁⒌⑹	surveyors
⑥⒌⑷⒂⑷⑵	survived
⑥⒌⑷⒂⑷⑹	survives
⑥⒌⑷⒂⑷⒌	survivor
⑥⑯⑥②⒁⑿	sustain
⑥⑼⑰⑪⒄⑵	swallowed
⑥⑼⑰⑪⒄⑹	swallows
⑥⑼⑰⑫①②	swamped
⑥⑼⑰⑫①⑥	swamps
⑥⑼⑰①⑬⑩	swapping
⑥⑼⒉⑫⑬⑩	swarming
⑥⑼⑭②⒌⑹	sweaters
⑥⑼⑭②⑬⑩	sweating
⑥⑼⒀⑵⑬⑦	swedish
⑥⑼⒀①⑬⑩	sweeping
⑥⑼⒀②⑪⑬	sweetly
⑥⑼⑭⑪⑬⑩	swelling
⑥⑼⑬⑫⒌⑹	swimmers
⑥⑼⑬⑫⑬⑩	swimming
⑥⑼⑬⑩⑬⑩	swinging
⑥⑼⒋⑪⑬⑩	swirling
⑥⑼⑬⑧⑯⑹	switches
⑥⑼⑬⑧⑬⑩	switching
⑥⑼⑬⑷⑯⑪	swivel
⑥⑼⒄⑪⑯⑿	swollen
⑥⑼⒅①⑬⑩	swooping
⑥⑬③⑯⑫⒉	sycamore
⑥⑬⑫⑴⑯⑪	symbol
⑥⑬⑿⑮①⑥	synapse
⑥⑬⑾⒎⑿⑹	syrians
⑥⑬⑾⑬⑿⑻	syringe
⑥⑬⑥②⑯⑫	system
②⑮⑴⑪⒄⑹	tableaux
②⒁⑴⑯⑪⑵	tabled
②⒁⑴⑯⑪⑹	tables
②⑮⑴⑪⑯②	tablet
②⑮⑴⑪⒆⑵	tabloid
②⑮③⑯⑪⑵	tackled
②⑮③⑯⑪⑹	tackles
②⑮③⑪⑬⑩	tackling
②⑮③②⑬③	tactic
②⑮③②⒂⑪	tactile
②⑮④⑬②⑯	taffeta
②⒁⑿②⑯⑵	tainted
②⒁③⑯⑼⒁	takeaway
②⒁③⒄⑷⒌	takeover
②⒁③⑬⑩⑹	takings
②⑮⑪⑯⑿②	talent
②⒇⑪⑯⑥②	tallest
②⑮⑪⑯⑿⑹	talons
②⑮⑫⑬⑪⑹	tamils
②⑮⑫①⒌⑵	tampered
②⑮⑿⑵⑯⑫	tandem
②⑮⑩⑶⑯⑪	tangle
②⑮⑩③⒌⑵	tankard
②⑮⑩③⒌⑹	tankers
②⒁①⒌⑬⑩	tapering
②⒈⑶⑯②⑥	targets
②⑮⑾⑬④⑥	tariffs
②⒈⑿⑬⑦②	tarnished
②⒁⑥②⑯⑵	tasted
②⒁⑥②⑬⑩	tasting
②⒇⑿②⑯⑵	taunted
②⒇⑿②⑬⑩	taunting
②⑮⑷⒌⑿⑹	taverns
②⑮③⑥⑯⑹	taxes
②⑮③⑥⑬⑩	taxing
②⑮③⑥⑬⑹	taxis
②⒀⑧⑬⑩⑹	teachings
②⒀⑫⑼⒋③	teamwork
②⒀⑥①⒅⑿	teaspoon
②⑭③⑿⒀③	technique
②⒀⑿⒁⑻⒌	teenager
②⒀⑹⑥⒂⑵	teesside
②⑭⑪⑭③⑥	telex
②⑭⑫①⒌⑵	tempered
②⑭⑫①⒌⑹	tempers
②⑭⑫①⑯⑪	temple
②⑭⑫①⒄⑹	tempos
②⑭⑿⑯⑿②	tenant
②⑭⑿⑵⑯⑵	tended
②⑭⑿⑵⒌⑵	tendered
②⑭⑿⑵⒌⑹	tenders
②⑭⑿⑵⑬⑩	tending
②⑭⑿⑵⑯⑿	tendon
②⑭⑿⑯②⑥	tenets
②⑭⑿⑥⒂⑪	tensile
②⑭⑿⑦⑯⑿	tension
②⑭⑿⑨⑱⒌	tenure
②⒋⑫⒂②⑥	termites
②⑭⑾⑯⑥②	terraced
②⒌⑬④⑬③	terrific
②⑭⑥②⑯⑵	tested
②⑭⑥②⒌⑹	testers
②⑭⑥②⒀⑹	testes
②⑭⑥②⑬⑩	testing
②⑭③⑥⑯⑿	texan
②⑭③⑥②⑥	texts
②⑭③⑥⑧⒌	texture
⑤⑮⑩③⑬⑩	thanking
⑤⒀⑬⑹⑯⑫	theism
⑤⒍⑬⑥②⑥	theorists
⑤⑭⑾⑯①⑬	therapy
⑸⒊⑳④②⒌	thereafter
⑸⒊④⑾⑰⑫	therefrom
⑸⒊⑯①⑰⑿	thereupon
⑤⒋⑫⑯⑪⑹	thermals
⑤⑬⑥⒉⑯⑥	thesaurus
⑤⑬③⑯⑿⑹	thickens
⑤⑬③⑯⑥②	thickest
⑤⑬③⑯②⑥	thickets
⑤⑬③⑿⑯⑥	thickness
⑤⑬⑩③⒌⑹	thinkers
⑤⑬⑩③⑬⑩	thinking
⑤⑬⑿⑿⑯⑥	thinness
⑤⑬⑿⑯⑥②	thinnest
⑤⒋②⒀⑿⑤	thirteenth
⑤⒃⑾⑯④⒊	thoroughfare
⑤⒃⑾⑯⑪⑬	thoroughly
⑤⒇②④⑯⑪	thoughtful
⑤⒇②⑪⑯⑥	thoughtless
⑤⑲⑹⑯⑿⑵	thousand
⑤⑾⑮⑦⑬⑩	thrashing
⑤⑾⑭⑵⑴⒊	threadbare
⑤⑾⑭⑵⑯⑵	threaded
⑤⑾⑭⑵⑬⑩	threading
⑤⑾⑭②⑯⑿	threaten
⑤⑾⑬④②⑬	thrifty
⑤⑾⑬⑪⒌⑹	thrillers
⑤⑾⑬⑪⑬⑩	thrilling
⑤⑾⒂⑷⑬⑩	thriving
⑤⑾⑰⑴⑬⑩	throbbing
⑤⑾⑰②⑯⑪	throttle
⑤⑾⒅①⑱②	throughput
⑤⑾⒄⑯⑼⒁	throwaway
⑤⒃⑫⑿⒁⑪	thumbnail
⑤⒃⑫①⑬⑩	thumping
⑤⒃⑿⑵⒌⑵	thundered
⑤⑼⒉②⑯⑵	thwarted
⑸⒂⑥⑭⑪④	thyself
②⑬③⑯②⑥	tickets
②⑬③⑯⑪⑵	tickled
②⑬③⑪⑬⑩	tickling
②⒂⑵⑬⑪⑬	tidily
②⒂⑵⑬⑩⑹	tidings
②⒂⑵⑬⑬⑩	tidying
②⒂②⑯⑿⑵	tightened
②⒂②⑿⑬⑩	tightening
②⒂②⑯⑿⑹	tightens
②⒂②⑿⑯⑥	tightness
②⒂②⑾⒄①	tightrope
②⑬⑪②⑯⑵	tilted
②⑬⑪②⑬⑩	tilting
②⑬⑫⑴⒌⑹	timbers
②⑮⑫⑴⑾⑯	timbre
②⒂⑫⑪⑯⑥	timeless
②⒂⑫⑬⑩⑹	timings
②⑬⑩⑶⑯⑪	tingle
②⑬⑩③⒌⑹	tinkers
②⑬⑿⑥⑯⑪	tinsel
②⑬⑿②⑯⑵	tinted
②⑬①②⒄⑵	tiptoed
②⒂⒌⑪⑯⑥	tireless
②⒂⒌⑥⑯⑫	tiresome
②⒂②⑯⑪⑵	titled
②⒂②⑯⑪⑹	titles
②⒀⑭⑿②⒀	tnt
②⑯⑫⑰⑾⒄	tomorrow
②⒄⑥②⑯⑵	toasted
②⒄⑥②⑬⑩	toasting
②⑯⑴⑮③⒄	tobacco
②⑰⑵⑪⒌⑹	toddlers
②⒄⑿⒁⑪⑹	toenails
②⑯⑶⑭⑸⒌	together
②⒆⑪⑯②⑥	toilets
②⒄③⑯⑿⑹	tokens
②⑰⑪⒌⒁②	tolerate
②⑯⑫⑳②⒄	tomato
②⑰⑿⑬③⑥	tonics
②⒅⑤⑪⑯⑥	toothless
②⑰①⑬③⑥	topics
②⑰①⑪⑯⑥	topless
②⑰①⑯⑪⑵	toppled
②⑰①⑪⑬⑩	toppling
②⒉⑧⑪⒂②	torchlight
②⒉⑫⑭⑿②	torment
②⒉⑿⒁⑵⒄	tornado
②⒉①⒀⑵⒄	torpedo
②⑰⑾⑯⑿②	torrent
②⒉⑧⑱⑯⑥	tortuous
②⒉⑧⒌⒌⑹	torturers
②⒄②⑯⑪⑵	totalled
②⒄②⑯⑪⑬	totally
②⒄②⑯⑪⑹	totals
②⒃⑧⑵⑲⑿	touchdown
②⒃⑧⑪⒂⑿	touchline
②⒃④⑯⑥②	toughest
②⒃④⑿⑯⑥	toughness
②⑱⒌⑬⑥②	tourist
②⑲⑹⑯⑪⑵	tousled
②⑯⑼⒉⑵⑹	towards
②⑲⑯⑪⑬⑩	towelling
②⑲⑿⑦⑬①	township
②⑰③⑥⑬③	toxic
②⑰③⑥⑬⑿	toxin
②⑾⒁⑥⒌⑬	tracery
②⑾⒁⑥⑯⑹	traces
②⑾⒁⑥⑬⑩	tracing
②⑾⑮③⑬⑩	tracking
②⑾⑮③②⒌	tractor
②⑾⑮③②⑥	tracts
②⑾⒁⑵⑯⑵	traded
②⑾⒁⑵⒌⑹	traders
②⑾⒁⑵⑬⑩	trading
②⑾⑮④⑬③	traffic
②⑾⑮⑻⑬③	tragic
②⑾⒁⑪⒌⑹	trailers
②⑾⒁⑪⑬⑩	trailing
②⑾⒁⑿⒀⑹	trainees
②⑾⒁⑿⒌⑹	trainers
②⑾⒁⑿⑬⑩	training
②⑾⒁②⒌⑹	traitors
②⑾⑮⑫①②	tramped
②⑾⑮⑫①⑥	tramps
②⑾⑮⑫⑼⒁	tramway
②⑾⑮①⑬⑩	trapping
②⑾⒇⑫⑯⑹	traumas
②⑾⑮⑷⑯⑪	travel
②⑾⑯⑷⒋⑥	traverse
②⑾⑭⑧⒌⑬	treachery
②⑾⒀③⑯⑪	treacle
②⑾⑭⑵⑬⑩	treading
②⑾⒀⑹⑯⑿	treason
②⑾⑭⑺⒌⑵	treasured
②⑾⑭⑺⒌⒌	treasurer
②⑾⑭⑺⒌⑹	treasures
②⑾⑭⑺⒌⑬	treasury
②⑾⒀②⑯⑵	treated
②⑾⒀②⑬⑹	treaties
②⑾⒀②⑬⑩	treating
②⑾⒀②⑬⑥	treatise
②⑾⑭⑴⑯⑪	treble
②⑾⒀⑪⑯⑥	treeless
②⑾⑭③⑬⑩	trekking
②⑾⑭⑪⑬⑥	trellis
②⑾⑭⑫⒌⑹	tremors
②⑾⑭⑿⑵⑹	trends
②⑾⑭⑿⑵⑬	trendy
②⑾⑭⑥⑯⑪	trestle
②⑾⒂⑯⑪⑹	trials
②⑾⒂⑴⑯⑪	tribal
②⑾⑬⑴⒏②	tribute
②⑾⑬③⒌⑬	trickery
②⑾⑬③⑯⑪	trickle
②⑾⒂④⑯⑪	trifle
②⑾⑬⑶⒌⑵	triggered
②⑾⑬⑶⒌⑹	triggers
②⑾⑬⑪⑴⑬	trilby
②⑾⑬⑪⒎⑿	trillion
②⑾⑬⑫⑬⑩	trimming
②⑾⑬①⑯⑪	triple
②⑾⒂①⑰⑵	tripod
②⑾⒂①⑰⑥	tripos
②⑾⑬①⒌⑹	trippers
②⑾⑬①⑬⑩	tripping
②⑾⒂⑯⑫④	triumph
②⑾⑬⑷⒎⑪	trivial
②⑾⑰⑵⑯⑿	trodden
②⑾⒄⑻⑯⑿	trojan
②⑾⑰⑪⑬⑹	trolleys
②⑾⒅①⒌⑹	troopers
②⑾⒄④⑬⑹	trophies
②⑾⑰②⑯⑵	trotted
②⑾⑰②⑬⑩	trotting
②⑾⒃⑴⑯⑪	trouble
②⑾⑲⑹⒌⑹	trousers
②⑾⒃⑻⑬⑩	trudging
②⑾⒅⑯⑥②	truest
②⑾⒃⑩③⑥	trunks
②⑾⒃⑥②⒀	trustee
②⑾⒃⑥②⑥	trusts
②⑾⒃⑥②⑬	trusty
②⒃④②⑯⑵	tufted
②⒏⑬⑦⑯⑿	tuition
②⒏⑪⑬①⑥	tulips
②⒃⑫⑴⑯⑪	tumble
②⒃⑫⑴⑪⒌	tumbler
②⒏⑫⒃⑪②	tumult
②⒃⑿⑵⑾⑯	tundra
②⒏⑿⑬③⑥	tunics
②⒃⑿⑯⑪⑹	tunnels
②⒃①⑯⑿⑥	tuppence
②⒋⑴⒂⑿⑹	turbines
②⒋⑿⑬①⑥	turnips
②⒋⑿⒄⑷⒌	turnover
②⒋⑿①⒂③	turnpike
②⒋③⑼⒆⑹	turquoise
②⒃⑾⑯②⑥	turrets
②⒋②⑯⑪⑹	turtles
②⒏②⒉⒎⑪	tutorial
②⑼⒀⑹⒌⑹	tweezers
②⑼⑭⑪④⑤	twelfth
②⑼⑭⑿②⑬	twenty
②⑼⒂⑪⒂②	twilight
②⑼⑬⑥②⑥	twists
②⑼⑬⑧⑬⑩	twitching
②⒅④⒄⑪⑵	twofold
②⒂①④⒁⑥	typeface
②⒂①⑬⑥②	typist
②⑬⑾⑯⑿⑬	tyranny
②⒂⑾⑯⑿②	tyrant
⒃⑫①⒂⒌⑹	umpires
⒃⑫①②⒀⑿	umpteen
⒃⑿⒁⑴⑯⑪	unable
⒃⑿⒁⑵⑯⑵	unaided
⒃⑿⑯⑼⒊⑹	unawares
⒃⑿③⑮⑿⑬	uncanny
⒃⑿⑧⑭③②	unchecked
⒃⑿③⑪⒀⑿	unclean
⒃⑩③⑯⑪⑹	uncles
⒃⑿③⑱③②	uncooked
⒃⑿③⒃⑷⒌	uncover
⒃⑿⑵⒌⑶⒄	undergo
⒃⑿⑵⒌⑪⒁	underlay
⒃⑿⑵⒌⑪⒂	underlie
⒃⑿⑵⒌⑼⒁	underway
⒃⑿⑵⒌⑼⒊	underwear
⒃⑿⑵⒅⑬⑩	undoing
⒃⑿⑵⑾⑭⑥	undress
⒃⑿⑵⒏⑪⑬	unduly
⒃⑿⑵⒂⑬⑩	undying
⒃⑿⒋⑤⑪⑬	unearthly
⒃⑿⒀⑷⑯⑿	uneven
⒃⑿④⒊⑪⑬	unfairly
⒃⑿④⒄⑪⑵	unfold
⒃⑿⑽⑮①⑬	unhappy
⒃⑿⑽⒈⑫⑵	unharmed
⒃⑿⑽⒄⑪⑬	unholy
⒏⑿⑬③⒉⑿	unicorn
⒏⑿⑬④⒂⑵	unified
⒏⑿⑬④⒉⑫	uniform
⒏⑿⒀③⑪⑬	uniquely
⒏⑿⑬⑥⑯⑿	unison
⒏⑿⑬②⒌⑬	unitary
⒏⑿⒂②⑯⑵	united
⒏⑿⒂②⑬⑩	uniting
⒏⑿⑬⑷⒋⑥	universe
⒃⑿⑻⒃⑥②	unjust
⒃⑿③⒂⑿⑵	unkind
⒃⑿⑿⒄⑬⑩	unknowing
⒃⑿⑿⒄⑿⑹	unknowns
⒃⑿⑪⒀⑦②	unleashed
⒃⑿⑪⑰③②	unlocked
⒃⑿⑪⒃⑷⑵	unloved
⒃⑿⑪⒃③⑬	unlucky
⒃⑿⑫⒈③②	unmarked
⒃⑿⑫⑮⑧②	unmatched
⒃⑿⑫⒅⑷⑵	unmoved
⒃⑿⑿⒁⑫⑵	unnamed
⒃⑿⑿⒋⑷⑵	unnerved
⒃⑿①⑮③②	unpacked
⒃⑿⑾⑭⑥②	unrest
⒃⑿⑾⒅⑪⑬	unruly
⒃⑿⑥⒀⑬⑩	unseeing
⒃⑿⑥⒂⑿⑵	unsigned
⒃⑿⑥⒄⑪⑵	unsold
⒃⑿⑥⑲⑿⑵	unsound
⒃⑿⑥②⒃③	unstuck
⒃⑿②⒁⑫⑵	untamed
⒃⑿②⑮①②	untapped
⒃⑿②⒂⑵⑬	untidy
⒃⑿②⒄⑪⑵	untold
⒃⑿②⒃⑧②	untouched
⒃⑿②⑾⒂⑵	untried
⒃⑿⑷⒁⑪⑵	unveiled
⒃⑿⑷⒁⑪⑹	unveils
⒃⑿⑼⑰⑦②	unwashed
⒃⑿⑼⒂⑿⑵	unwind
⒃⑿⑼⒋⑸⑬	unworthy
⒃⑿⑾⑮①②	unwrapped
⒃①⑵⒁②⑥	updates
⒃①⑶⑾⒁⑵	upgrade
⒃①⑽⑭⑪⑵	upheld
⒃①⑽⒄⑪⑵	uphold
⒃①⑪⑯⑿⑵	upland
⒃①⑪⑬④②	uplift
⒃①⑾⒂②⑥	uprights
⒃①⑥⑭②⑥	upsets
⒃①⑥②⒊⑹	upstairs
⒃①②⒋⑿⑵	upturned
⒃①⑼⒌⑵⑹	upwards
⒋⑻⑯⑿⑥⑬	urgency
⒏⑹⑯⑴⑯⑪	usable
⒏⑥⑬⑻⑯⑹	usages
⒏⑥④⑯⑪⑬	usefully
⒏⑺⑱⑯⑪⑬	usually
⒏②⑬⑪⒂⑹	utilise
⒃②⑫⒄⑥②	utmost
⒏②⒄①⒎⑿	utopian
⒃②⒌⑯⑿⑥	utterance
⑷⒁③⑯⑿②	vacant
⑷⑮③⑥⒀⑿	vaccine
⑷⒁⑶⒌⑬⑹	vagaries
⑷⑯⑻⒂⑿⑯	vagina
⑷⒁⑶⑿⑯⑥	vagueness
⑷⑮⑪⑯⑿⑥	valance
⑷⑮⑪⒎⑿②	valiant
⑷⑮⑪⒏⒌⑹	valuers
⑷⑮⑪⒏⑬⑩	valuing
⑷⑮⑫①⒂⒌	vampire
⑷⑮⑿⑵⑯⑪	vandal
⑷⑮⑿⑶⒈⑵	vanguard
⑷⑯⑿⑬⑪⑯	vanilla
⑷⑮⑿⑬⑦②	vanished
⑷⑮⑿⑬②⑬	vanity
⑷⑳⑿②⑬⑻	vantage
⑷⒊⒎⑴⑯⑪	variable
⑷⒊⒎⑿②⑥	variants
⑷⒌⒂⑯②⑬	variety
⑷⒊⒎⑥⑪⑬	variously
⑷⑮⑥⑯⑪⑹	vassals
⑷⑳⑥②⑪⑬	vastly
⑷⒇⑪②⑯⑵	vaulted
⑷⑭③②⒌⑹	vectors
⑷⒎⑫⑯⑿⑥	vehemence
⑷⒎⑫⑯⑿②	vehement
⑷⒀⑬③⑯⑪	vehicle
⑷⑭⑪⑷⑯②	velvet
⑷⑭⑿⑵⒌⑹	vendors
⑷⑯⑿⒍⒎⑪	venereal
⑷⑭⑿⑧⒌⑵	ventured
⑷⑭⑿⑧⒌⑹	ventures
⑷⒌⑮⑿⑵⑯	verandah
⑷⒋⑴⑯⑪⑬	verbally
⑷⒋⑵⑬③②	verdict
⑷⑭⑾⑬④⒂	verify
⑷⒋⑺⑯⑿⑹	versions
⑷⒋②⑬⑶⒄	vertigo
⑷⑭⑥⑯⑪⑹	vessels
⑷⑭⑥②⑯⑵	vested
⑷⑭⑥②⑬⑻	vestige
⑷⑭⑥②⑾⑬	vestry
⑷⑭②⒌⑯⑿	veteran
⑷⒂⑯⑴⑯⑪	viable
⑷⒂⑴⑾⒁②	vibrate
⑷⑬③⒌⑬⑻	vicarage
⑷⑬③⒊⒎⑥	vicarious
⑷⑬③②⑬⑫	victim
⑷⑬③②⒌⑹	victors
⑷⑬③②⒌⑬	victory
⑷⑬⑵⑬⒄⑹	videos
⑷⒏①⒆⑿②	viewpoint
⑷⑬⑶⒌⑯⑥	vigorous
⑷⒂③⑬⑩⑹	vikings
⑷⑬⑪⑬⑻⒌	villager
⑷⑬⑪⑯⑿⑹	villains
⑷⑬⑿⑬⑶⒌	vinegar
⑷⑬⑿⑨⒌⑵	vineyard
⑷⑬⑿②⑬⑻	vintage
⑷⑬⒄⑪⑯⑹	violas
⑷⒂⑯⑪⑯⑹	violas
⑷⒂⑯⑪⒁②	violate
⑷⒂⑯⑪⑯②	violet
⑷⒂⑯⑪⑬⑿	violin
⑷⒀⒂①⒀⑹	vips
⑷⒋⑻⑬⑿⑹	virgins
⑷⒋⑧⑱⑯⑪	virtual
⑷⒋⑧⑱⑯⑥	virtuous
⑷⑬⑥⒌⑯⑪	visceral
⑷⒂③⑲⑿②	viscount
⑷⑬⑥③⑯⑥	viscous
⑷⑬⑺⑯⑿⑹	visions
⑷⑬⑹⑬②⒌	visitor
⑷⑬⑹⑬②⑥	visits
⑷⑬⑥②⑯⑹	vistas
⑷⑬⑺⑱⑯⑪	visual
⑷⒂②⑯⑪⑬	vitally
⑷⑬③⑥⑯⑿	vixen
⑷⒄③⑯⑪⑹	vocals
⑷⒆⑥⑪⑯⑥	voiceless
⑷⒄⑪②⑬⑻	voltage
⑷⑰⑪⒏⑫⑹	volumes
⑷⒌⒁⑦⑯⑥	voracious
⑷⒉②⑭③⑥	vortex
⑷⒆⑬⑻⑯⑹	voyages
⑷⒃⑪⑧⒌⑹	vultures
⑵⒃⑴⑯⑪⒏	w
⑼⑰④②⑯⑵	wafted
⑼⑰④②⑬⑩	wafting
⑼⒁②⑾⑯⑥	waitress
⑼⑰⑪⑯⑴⑬	wallaby
⑼⑰⑪⑯②⑥	wallets
⑼⑰⑪⒄⑬⑩	wallowing
⑼⒇⑪⑿⒃②	walnut
⑼⒇⑪⑾⑯⑥	walrus
⑼⑰⑿⑵⒌⑵	wandered
⑼⑰⑿⑵⒌⑹	wanders
⑼⑰⑿②⑯⑵	wanted
⑼⑰⑿②⑬⑩	wanting
⑼⑰⑿②⑯⑿	wanton
⑼⒉⑴⑪⒌⑹	warblers
⑼⒉⑵⑯⑿⑹	wardens
⑼⒉⑵⑾⒄⑴	wardrobe
⑼⒉⑽⑭⑵⑹	warheads
⑼⒊⑬⑿⑯⑥	wariness
⑼⒉⑪⒉⑵⑹	warlords
⑼⒉⑫⑯⑥②	warmest
⑼⒉⑿⑬⑩⑹	warnings
⑼⑰⑾⑯⑿②	warrant
⑼⒉⑦⑬①⑥	warships
⑼⑰⑦⑾⒅⑫	washroom
⑼⒁⑥②⑬⑻	wastage
⑼⒁⑥②⑯⑵	wasted
⑼⒁⑥②⑬⑩	wasting
⑼⑰⑧⑵⑰⑶	watchdog
⑼⑰⑧④⑯⑪	watchful
⑼⑰⑧⑫⑯⑿	watchman
⑼⑰⑧⑼⒋⑵	watchword
⑼⒇②⒌⑬⑩	watering
⑼⒇②⒌⑼⒁	waterway
⑼⒁⑷④⒉⑫	waveform
⑼⒁⑷⒌⑬⑩	wavering
⑼⒀③⑯⑿⑵	weakened
⑼⒀③⑯⑿⑹	weakens
⑼⒀③⑯⑥②	weakest
⑼⒀③⑿⑯⑥	weakness
⑼⑭⑪⑤⑬⒌	wealthier
⑼⑭①⑯⑿⑹	weapons
⑼⒍⑬⑿⑯⑥	weariness
⑼⑭⑸⒌⑬⑩	weathering
⑼⑭⑵⑬⑩⑹	weddings
⑼⒀③⑵⒁⑹	weekdays
⑼⒀③⑭⑿⑵	weekend
⑼⒀③⑪⑬⑹	weeklies
⑼⒁②⑪⑯⑥	weightless
⑼⑭⑪③⑯⑫	welcome
⑼⑭⑪⑵⑯⑵	welded
⑼⑭⑪⑵⑬⑩	welding
⑼⑭⑥②⒌⑿	western
⑼⑭②⑯⑥②	wettest
⑼⑰②⑭⑷⒌	whatever
⑼⒀⑪⑧⒊⑹	wheelchairs
⑼⑭⑿⑭⑷⒌	whenever
⑼⒊⑯①⑰⑿	whereupon
⑼⑬⑧⑭⑷⒌	whichever
⑼⑬⑫①⒌⑵	whimpered
⑼⒋⑪①⒅⑪	whirlpool
⑼⑬⑥③⒌⑹	whiskers
⑼⑬⑥③⑬⑹	whiskies
⑼⑬⑥①⒌⑵	whispered
⑼⑬⑥①⒌⑹	whispers
⑼⑬⑥⑯⑪⑵	whistled
⑼⑬⑥⑯⑪⑹	whistles
⑼⑬⑥⑪⑬⑩	whistling
⑼⒂②⑿⑯⑥	whiteness
⑼⒂②⑼⑰⑦	whitewash
⑼⑬②⑥⑯⑿	whitsun
⑽⒄⑪⑫⒀⑪	wholemeal
⑽⒄⑪⑿⑯⑥	wholeness
⑽⒄⑪⑥⒁⑪	wholesale
⑽⒄⑪⑥⑯⑫	wholesome
⑼⑬③⑯②⑥	wickets
⑼⒂⑵⑯⑿⑵	widened
⑼⒂⑵⑯⑿⑹	widens
⑼⒂⑵⑯⑥②	widest
⑼⒀⑪⑵⑯⑵	wielded
⑼⒀⑪⑵⑬⑩	wielding
⑼⒂⑪⑵⑪⑬	wildly
⑼⑬⑪④⑯⑪	wilful
⑼⑬⑪①⑲⒌	willpower
⑼⑬⑿⑥⑬⑩	wincing
⑼⑬⑿⑵⑬⑩	winding
⑼⒂⑿⑵⑬⑩	winding
⑼⑬⑿⑵⒄⑹	windows
⑼⑬⑿⑬⑩⑹	winnings
⑼⑬⑿②⒌⑹	winters
⑼⑬⑿②⑾⑬	wintry
⑼⒂⒌⑪⑯⑥	wireless
⑼⑬⑹⑵⑯⑫	wisdom
⑼⒂⑹⑯⑥②	wisest
⑼⑬⑦④⑯⑪	wishful
⑼⑬⑸⑵⑾⒇	withdraw
⑼⑬⑸⑵⑾⒅	withdrew
⑼⑬②⑿⑯⑥	witness
⑼⑬⑹⒌⑵⑹	wizards
⑼⑬⑹⑯⑿⑵	wizened
⑼⑰⑴⑯⑪⑵	wobbled
⑼⑰⑴⑪⑬⑩	wobbling
⑼⒄④⑯⑪⑬	woefully
⑼⒃⑿⑵⒌⑵	wondered
⑼⒃⑿⑵⒌⑹	wonders
⑼⑱⑵⑼⒋③	woodwork
⑼⑱⑵⑼⒋⑫	woodworm
⑼⒋⑵⑪⑯⑥	wordless
⑼⒋③⑴⑱③	workbook
⑼⒋③④⒉⑥	workforce
⑼⒋③⑽⑲⑥	workhouse
⑼⒋③⑬⑩⑹	workings
⑼⒋③⑪⒄⑵	workload
⑼⒋③⑫⑯⑿	workman
⑼⒋③⑫⑭⑿	workmen
⑼⒋③⑾⒅⑫	workroom
⑼⒋③⑦⒀②	worksheet
⑼⒋③⑦⑰①	workshop
⑼⒋③②⑰①	worktop
⑼⒋⑪⑵⑪⑬	worldly
⑼⒃⑾⑬⑬⑩	worrying
⑼⒋⑥⑯⑿⑵	worsened
⑼⒋⑦⑬①②	worshipped
⑼⒋⑦⑬①⒌	worshipper
⑼⑱⑥②⑯⑵	worsted
⑼⒋⑤⑪⑯⑥	worthless
⑼⒋⑤⑼⒂⑪	worthwhile
⑼⒅⑿⑵⑯⑵	wounded
⑼⒅⑿⑵⑬⑩	wounding
⑾⑮⑩⑶⑯⑪	wrangle
⑾⑭⑿⑧⑬⑩	wrenching
⑾⑭⑥⑯⑪⑵	wrestled
⑾⑭⑥⑪⒌⑹	wrestlers
